Batch,Frequency,Frequency Detla,|V| Sadie 1,Vphase Sadie 1,|V| Sadie 2,Vphase Sadie 2,|V| Tucker,Vphase Tucker,|V| Duke,Vphase Duke,|V| Adam,Vphase Adam,|V| Zeus,Vphase Zeus,|V| Murphy,Vphase Murphy,|I| Sadie 1 to Tucker,Iangle Sadie 1 to Tucker,|I| Sadie 1 to Duke,Iangle Sadie 1 to Duke,|I| Sadie 1 to Sadie 2,Iangle Sadie 1 to Sadie 2,|I| Sadie 2 to Tucker,Iangle Sadie 2 to Tucker,|I| Sadie 2 to Duke,Iangle Sadie 2 to Duke,|I| Duke to Adam,Iangle Duke to Adam,|I| Tucker to Adam,Iangle Tucker to Adam,|I| Zeus to Tucker,Iangle Zeus to Tucker,|I| Zeus to Murphy,Iangle Zeus to Murphy,|I| Murphy to Zeus,Iangle Murphy to Zeus,|I| Duke to Murphy,Iangle Duke to Murphy
543,60.008,0.01,26684.3,0,26624.9,-0.0058,25184.6,-3.2701,25536.8,-2.2069,25122.3,-3.2711,24246.6,-5.796,24243.6,-5.6045,703.383,-5.2392,430.323,-1.1076,3.44452,-170.2473,701.795,-4.428,427.356,-1.032,259.356,1.4586,15.5283,-102.0851,31.5232,-142.8213,491.288,-184.6633,31.6561,38.2482,570.99,-184.6773
544,60.008,0,26678.8,0,26620.9,0.0035,25182.8,-3.2724,25530.9,-2.2063,25117.5,-3.2602,24244.4,-5.7976,24241.5,-5.606,703.173,-5.1825,430.058,-1.0605,3.82135,-173.4525,701.795,-4.4532,427.495,-1.0031,259.356,1.4334,15.5283,-102.1103,31.5232,-142.8465,490.989,-184.6265,31.6561,38.223,570.691,-184.6495
545,60.008,0,26679.2,0,26621.4,0.0035,25176.7,-3.2775,25530.8,-2.2049,25111.4,-3.2653,24243.3,-5.7946,24240.5,-5.603,702.403,-5.1582,430.197,-1.0378,4.20783,-176.0866,702.237,-4.4944,427.634,-0.9801,259.356,1.4023,15.5283,-102.1414,31.5232,-142.8776,490.989,-184.6576,31.6561,38.1919,570.804,-184.6396
546,60.008,0,26676.9,0,26614.7,0.007,25173.2,-3.2753,25527.7,-2.2032,25112.3,-3.266,24239,-5.791,24235,-5.6098,701.428,-5.0642,430.197,-1.0815,4.40389,-177.2583,702.68,-4.5481,427.634,-1.0238,259.512,1.4464,15.4753,-103.7521,31.1651,-143.3463,490.989,-184.7013,31.6561,38.1482,570.506,-184.6303
547,60.008,-0.02,26676.2,0,26614,0.0071,25171.1,-3.2723,25521.6,-2.1977,25110.1,-3.2629,24234.6,-5.7966,24231.9,-5.6049,700.456,-4.979,430.336,-1.0807,4.60152,-178.3442,702.68,-4.601,428.177,-1.0413,259.356,1.3057,15.0082,-105.2461,31.4014,-144.0512,491.103,-184.7062,31.5232,37.0263,570.323,-184.5892
548,60.008,0,26677.1,0,26619.2,0.0038,25169,-3.2786,25524.4,-2.2079,25108,-3.269,24231.5,-5.801,24233.2,-5.612,699.61,-4.8665,430.476,-1.0891,4.80051,-179.3534,703.688,-4.6473,428.581,-1.1222,259.356,1.2435,15.0082,-105.3083,31.0477,-144.5534,490.92,-184.6594,31.5232,36.9641,570.438,-184.6094
549,60.008,0,26682.3,0,26620.1,0.0074,25169.6,-3.2614,25524.2,-2.2016,25108.6,-3.2517,24233.9,-5.7941,24235.7,-5.6052,699.533,-4.8064,430.212,-1.0754,4.72868,-181.8311,703.688,-4.706,428.581,-1.1809,259.356,1.1848,15.0082,-105.367,31.4014,-144.1721,491.034,-184.6701,31.5232,36.9054,570.553,-184.6271
550,60.008,0.01,26684.8,0,26622.6,0.0075,25173.2,-3.27,25529.8,-2.2014,25112.3,-3.2601,24237.5,-5.7895,24235,-5.5978,700.099,-4.8516,429.546,-1.0555,4.46052,-183.6385,703.935,-4.7053,428.177,-1.2336,259.272,1.3236,15.0507,-103.8177,31.1651,-143.5915,491.265,-184.6455,31.5232,36.834,570.784,-184.6155
551,60.008,0.01,26684.2,0,26622,0.0077,25175.6,-3.2701,25528.2,-2.1991,25114.7,-3.26,24238.8,-5.7873,24236.4,-5.5956,700.541,-4.9145,429.426,-0.982,4.05315,-181.9554,703.299,-4.666,428.317,-1.2325,259.43,1.3584,15.0507,-103.8706,31.5232,-143.2194,491.38,-184.6504,31.2937,37.4384,570.372,-184.6574
552,60.008,-0.01,26682,0,26624.1,0.0043,25176.6,-3.2709,25528.1,-2.2103,25115.7,-3.2607,24237.8,-5.7968,24239.9,-5.6079,701.869,-4.9883,429.568,-0.9719,3.92736,-178.0541,702.79,-4.5813,428.195,-1.1494,259.192,1.4375,15.5283,-102.5269,31.2937,-142.6051,491.085,-184.6321,31.6561,37.8064,570.488,-184.6601
553,60.008,-0.01,26682.5,0,26620.3,0.0078,25180.7,-3.2721,25533.9,-2.2024,25115.4,-3.2588,24241.3,-5.7965,24243.4,-5.6077,702.633,-5.0754,429.971,-1.022,4.20783,-176.5032,702.158,-4.5198,427.672,-1.0347,259.352,1.494,15.5928,-101.0029,31.2937,-142.6362,491.085,-184.6632,31.6561,37.7753,570.488,-184.6912
554,60.008,0,26674.4,0,26620.9,0.0011,25176,-3.274,25529.5,-2.2046,25115.1,-3.2637,24240.4,-5.8003,24238.1,-5.6086,702.19,-5.1034,429.971,-1.0599,4.40389,-177.6691,702.284,-4.5217,427.412,-0.9995,258.956,1.4914,15.5928,-101.0408,30.9329,-143.0961,491.085,-184.7011,31.6561,37.7374,570.31,-184.6341
555,60.008,0.01,26672.3,0,26612.8,-0.0046,25171.3,-3.2817,25525.1,-2.2126,25110.4,-3.2713,24236.2,-5.7966,24237.2,-5.6182,701.106,-5.0448,430.114,-1.0499,4.40389,-177.7128,702.726,-4.5757,427.957,-1.0084,259.352,1.4124,15.1052,-102.4167,31.1651,-143.8008,490.791,-184.6838,31.6561,37.6937,570.427,-184.6368
556,60.008,-0.01,26668.5,0,26610.7,0.0046,25168,-3.2703,25522.2,-2.2017,25107.1,-3.2598,24230.8,-5.7943,24233.1,-5.6054,701.352,-5.0071,430.114,-1.0845,4.68505,-176.3534,702.411,-4.564,427.555,-1.0239,259.352,1.3778,15.0507,-104.0616,31.1651,-143.8354,490.908,-184.6704,31.6561,37.6591,570.545,-184.6304
557,60.008,-0.03,26666.4,0,26608.6,0.0048,25169.1,-3.2711,25523.6,-2.2031,25108.2,-3.2605,24235.5,-5.7962,24233.4,-5.6044,702.999,-5.127,430.256,-1.0746,4.77669,-174.0601,701.655,-4.5509,427.037,-0.9211,258.881,1.5802,15.5283,-102.7179,31.1651,-143.8791,491.025,-184.6661,32.0202,38.0178,570.134,-184.6621
558,60.007,-0.03,26668.6,0,26609.1,-0.0044,25170.2,-3.2685,25519.3,-2.2077,25107.9,-3.2678,24235.8,-5.7918,24233.8,-5.6001,703.885,-5.1873,430.256,-1.1149,4.58662,-172.9064,701.597,-4.4727,426.779,-0.8881,258.881,1.5399,15.5928,-101.2031,31.2937,-142.8364,491.143,-184.6584,31.6561,37.5751,570.251,-184.6614
559,60.007,0,26672.4,0,26614.5,0.0049,25172.7,-3.2652,25522.2,-2.2052,25106.1,-3.2612,24231.6,-5.7939,24234.1,-5.605,703.688,-5.1548,430.4,-1.1108,4.10906,-172.8179,702.166,-4.4967,427.181,-0.957,259.043,1.5779,15.5928,-101.2526,31.2937,-142.8859,491.261,-184.6599,31.6561,37.5256,570.488,-184.6279
560,60.007,0,26675.2,0,26615.7,-0.0041,25175.2,-3.2836,25528,-2.205,25109.9,-3.2695,24234.3,-5.7997,24236.9,-5.6108,703.811,-5.19,430.285,-1.0558,3.73682,-169.8222,701.982,-4.4855,427.326,-0.9744,259.043,1.5066,15.5928,-101.3239,31.2937,-142.9572,491.087,-184.6212,31.4334,38.1165,570.606,-184.6582
561,60.007,0,26680.7,0,26622.8,0.0053,25180.5,-3.2696,25532.5,-2.202,25119.6,-3.2584,24242.6,-5.7852,24239.6,-5.6039,704.696,-5.2687,430.172,-0.9881,3.73682,-169.8808,700.919,-4.4404,426.667,-0.9401,258.81,1.5713,16.0883,-100.1317,31.6561,-142.6038,491.207,-184.6328,31.8,38.4555,570.315,-184.6638
562,60.007,0.02,26680.3,0,26622.4,0.0053,25187.4,-3.2729,25535.5,-2.203,25122.2,-3.2585,24247.4,-5.7964,24245.7,-5.6047,705.581,-5.3417,430.172,-1.0411,4.39871,-171.8428,700.298,-4.4001,426.411,-0.9196,258.579,1.642,16.0883,-100.1847,31.4334,-141.9948,491.326,-184.6378,31.8,38.4025,570.434,-184.6758
563,60.007,0,26682.5,0,26618.8,-0.0002,25184.2,-3.2671,25537,-2.201,25117.6,-3.2625,24243.3,-5.7892,24246.1,-5.6003,705.704,-5.346,430.574,-1.1006,4.87597,-172.127,699.988,-4.3936,426.156,-0.8862,258.743,1.6891,16.1732,-98.7375,31.0683,-142.442,491.446,-184.63,31.8,38.3623,570.263,-184.621
564,60.007,0,26674.6,0,26616.8,0.0055,25178.3,-3.279,25528.4,-2.2,25113.1,-3.2645,24236.9,-5.8007,24239.7,-5.6118,705.262,-5.3741,430.317,-1.0659,4.87597,-172.1651,700.69,-4.3704,426.704,-0.8901,258.579,1.5637,15.7558,-98.4473,31.0683,-142.4801,491.036,-184.6541,31.8,38.3242,570.383,-184.6181
565,60.007,0,26672.6,0,26613.1,-0.0036,25175.1,-3.2768,25524.2,-2.208,25108.5,-3.272,24237.2,-5.7999,24234.5,-5.6186,705.385,-5.382,430.062,-1.0368,4.21324,-170.5539,700.073,-4.3207,426.851,-0.88,258.743,1.6072,15.6687,-100.0164,31.0683,-142.5239,491.036,-184.6979,31.584,38.9468,570.504,-184.6209
566,60.007,-0.01,26671.6,0,26607.9,1.00E-04,25173.6,-3.2756,25522.8,-2.207,25108.4,-3.2608,24230.8,-5.7951,24233.7,-5.6062,705.952,-5.3779,430.208,-1.0051,4.03057,-169.0367,699.019,-4.2379,426.851,-0.9018,258.743,1.5854,16.0883,-100.3286,31.0683,-142.5457,490.746,-184.6577,31.8,38.2586,570.094,-184.6307
567,60.007,0,26668,0,26608.5,-0.0034,25169.1,-3.2741,25522.9,-2.2091,25103.8,-3.2592,24230,-5.7955,24227.4,-5.6142,706.394,-5.4226,429.953,-0.9667,4.03057,-169.0713,698.273,-4.2146,426.45,-0.9166,258.743,1.5508,16.0883,-100.3632,31.0683,-142.5803,490.746,-184.6923,31.4334,37.8264,570.215,-184.6233
568,60.007,0.01,26670.4,0,26608.2,0.0094,25170.3,-3.2715,25520.2,-2.2039,25105.1,-3.2565,24230.4,-5.7912,24229.1,-5.5994,706.076,-5.4169,429.953,-1.007,4.21324,-170.6506,698.712,-4.2658,426.597,-0.9031,258.349,1.547,16.0144,-101.9056,31.0683,-142.6206,490.867,-184.6846,31.8,38.1837,570.336,-184.6226
569,60.007,0.01,26671.7,0,26613.9,0.006,25174.4,-3.2709,25524.8,-2.2043,25109.2,-3.2557,24237.7,-5.7907,24235.2,-5.6094,706.008,-5.3613,430.354,-1.0887,4.21324,-170.7127,699.285,-4.3028,426.597,-0.9652,258.514,1.5723,15.5928,-101.7164,31.4334,-142.2757,491.109,-184.6517,31.8,38.1216,570.867,-184.6557
570,60.007,0,26673.1,0,26615.3,0.0061,25178.5,-3.2703,25525,-2.2015,25113.3,-3.255,24240.6,-5.7873,24238.2,-5.6061,706.259,-5.3517,430.649,-1.044,4.21324,-170.7748,699.552,-4.2929,426.745,-0.9734,259.073,1.5608,15.5928,-101.7785,31.4334,-142.3378,491.231,-184.6658,31.8,38.0595,570.579,-184.6648
571,60.007,0,26680.5,0,26616.7,0.0007,25182.6,-3.2754,25529.7,-2.2075,25116,-3.2698,24242.3,-5.8,24241.2,-5.6083,706.069,-5.3375,430.544,-0.9854,4.21324,-170.8425,700.125,-4.3356,426.893,-0.9874,259.239,1.5801,16.0883,-100.5954,31.4334,-142.4055,490.944,-184.6715,31.8,37.9918,570.414,-184.6385
572,60.008,0.01,26684.5,0,26620.8,0.0008,25185.4,-3.272,25532.9,-2.205,25118.8,-3.2664,24244,-5.7944,24247.4,-5.6057,706.008,-5.2691,430.692,-0.9815,4.10906,-173.4609,700.125,-4.385,427.442,-1.0029,258.845,1.5675,16.0883,-100.6448,31.4334,-142.4549,491.189,-184.6249,31.8,37.9424,570.66,-184.6049
573,60.008,0.01,26682.7,0,26618.9,0.0008,25182.3,-3.2698,25530.2,-2.2033,25115.7,-3.264,24244.5,-5.7936,24243.5,-5.6019,706.136,-5.2771,430.841,-0.972,4.10906,-173.5047,699.955,-4.346,427.591,-0.9931,258.845,1.5237,15.6687,-100.3982,31.4334,-142.4987,491.189,-184.6687,31.8,37.8986,570.374,-184.5957
574,60.008,-0.01,26679.2,0,26615.4,0.001,25176.5,-3.2781,25530.4,-2.2054,25115.7,-3.2655,24243.8,-5.7941,24242.9,-5.6024,706.45,-5.3579,430.692,-1.0599,4.21324,-170.9703,698.908,-4.2754,426.94,-0.9339,259.012,1.5761,15.5928,-101.974,31.2937,-143.6073,491.189,-184.7033,31.8,37.864,570.498,-184.5893
575,60.007,-0.01,26674,0,26614.5,-0.0026,25176.4,-3.2706,25524.8,-2.2047,25114.2,-3.2679,24237.5,-5.7929,24241,-5.6041,706.323,-5.4192,430.544,-1.1387,4.14775,-166.9528,698.303,-4.2067,426.54,-0.9393,259.012,1.5506,15.5928,-101.9995,31.4334,-142.5588,491.312,-184.6818,31.8,37.8385,570.374,-184.6558
576,60.007,0.01,26670.5,0,26611,-0.0025,25172,-3.269,25525,-2.2068,25109.8,-3.2662,24236.8,-5.7933,24234.7,-5.612,706.45,-5.418,430.292,-1.1002,4.03057,-169.4914,698.741,-4.2525,426.29,-0.9,259.012,1.516,15.6687,-100.4929,31.4334,-142.5934,491.436,-184.6684,31.8,37.8039,570.498,-184.6494
577,60.008,0.02,26673,0,26609.2,0.0012,25177.8,-3.2697,25522.4,-2.2015,25111.2,-3.2635,24236.1,-5.7993,24235.3,-5.6076,705.822,-5.3659,430.19,-1.0139,3.92154,-172.1786,699.619,-4.315,426.84,-0.9067,258.786,1.5999,16.0883,-100.8235,31.2148,-141.9626,491.151,-184.6466,31.8,37.7637,570.622,-184.6486
578,60.008,0,26671.2,0,26611.7,-0.0024,25174.8,-3.2675,25524.2,-2.2032,25112.6,-3.2644,24237.9,-5.7882,24235.9,-5.6069,705.509,-5.3636,430.34,-1.0045,3.92154,-172.2225,699.619,-4.3589,426.84,-0.9506,258.786,1.556,16.0883,-100.8674,31.2148,-142.0065,490.866,-184.6285,31.9546,38.7696,570.337,-184.6385
579,60.008,-0.01,26671.1,0,26611.6,-0.0022,25176.2,-3.2775,25523.1,-2.2008,25111.1,-3.2612,24234.1,-5.7936,24233.4,-5.6018,705.455,-5.2986,430.091,-0.9841,3.92154,-172.2754,699.755,-4.3758,426.84,-1.0035,258.955,1.59,16.0883,-100.9203,31.584,-141.6664,490.991,-184.6334,31.9546,38.7167,570.462,-184.6504
580,60.008,0,26677,0,26617.5,-0.0021,25179.1,-3.2833,25526.5,-2.2074,25114,-3.2669,24240.3,-5.8,24239.8,-5.6083,705.584,-5.3213,430.241,-0.9894,3.92154,-172.3339,699.891,-4.3984,426.991,-1.0084,258.731,1.6558,16.1732,-99.4914,31.2148,-142.1179,490.991,-184.6919,31.584,38.2748,570.587,-184.6679
581,60.007,0,26677,0,26617.5,-0.0019,25183.4,-3.2736,25529.8,-2.2085,25116.9,-3.2669,24242.2,-5.7979,24241.7,-5.6062,705.714,-5.3384,430.393,-0.989,3.82135,-175.1798,700.165,-4.3796,426.742,-0.9873,258.731,1.6029,15.7558,-99.216,31.2148,-142.1708,491.116,-184.6968,31.584,38.2219,570.838,-184.6388
582,60.007,-0.01,26679.5,0,26617.4,0.0109,25180.6,-3.2677,25531.6,-2.2065,25119.8,-3.2543,24242.8,-5.7935,24242.4,-5.6018,705.843,-5.3429,430.544,-0.9761,4.01356,-176.584,699.864,-4.3727,426.647,-0.8999,258.901,1.6495,15.6687,-100.7815,31.2148,-142.211,490.833,-184.675,31.584,38.1817,570.147,-184.613
583,60.007,-0.01,26677.8,0,26618.3,-0.0018,25180.6,-3.2786,25529.1,-2.2047,25115.5,-3.2618,24242.2,-5.8032,24237.5,-5.6084,705.974,-5.3509,430.696,-0.9668,3.92154,-172.4708,699.563,-4.3693,427.046,-0.9641,258.901,1.6057,16.0883,-101.1157,31.4334,-142.9258,491.085,-184.6238,31.584,38.1379,570.273,-184.6158
584,60.007,0,26677,0,26614.9,0.0111,25180.6,-3.2675,25527.9,-2.2038,25114,-3.2605,24241.6,-5.7909,24236.9,-5.5961,705.664,-5.3265,430.696,-0.9887,4.03057,-169.8457,699.263,-4.344,426.799,-0.912,258.901,1.5838,16.0883,-101.1376,31.4334,-142.9477,491.085,-184.6457,31.584,38.116,570.4,-184.5967
585,60.007,0,26675.3,0,26615.8,-0.0016,25180.7,-3.2784,25529.7,-2.2054,25114.1,-3.2713,24241,-5.8005,24240.8,-5.6088,705.664,-5.3703,430.544,-1.0856,4.21324,-171.4285,699.978,-4.3274,426.553,-0.8817,258.509,1.5776,16.1732,-99.694,31.2148,-142.3205,491.212,-184.6415,31.584,38.0722,570.4,-184.6405
586,60.007,0.01,26671.9,0,26614.1,0.0076,25177.8,-3.267,25525.7,-2.2042,25111.3,-3.2597,24237.3,-5.7876,24235.8,-5.6062,705.794,-5.3692,430.297,-1.0469,4.21324,-171.4632,700.117,-4.3263,426.308,-0.8422,258.679,1.6297,16.1732,-99.7287,31.2148,-142.3552,491.212,-184.6762,31.3723,38.713,570.527,-184.6342
587,60.007,0.01,26676.2,0,26612.5,0.0023,25175,-3.2701,25523.3,-2.2079,25112.8,-3.2661,24238,-5.7923,24236.6,-5.6109,705.925,-5.3828,430.45,-1.0431,4.21324,-171.5125,700.117,-4.3756,426.308,-0.8915,258.459,1.7051,16.1732,-99.778,31.584,-142.0115,491.339,-184.6775,31.3723,38.6637,570.654,-184.6425
588,60.007,0,26674.6,0,26615.1,-0.0013,25176.6,-3.2711,25526.8,-2.1998,25110,-3.2637,24238.7,-5.7915,24238.6,-5.5998,705.748,-5.3445,430.204,-1.0134,4.21324,-171.5563,700.693,-4.395,426.707,-0.956,258.459,1.6613,16.591,-100.1336,31.3723,-141.3803,491.058,-184.6593,31.7454,38.998,570.781,-184.6453
589,60.007,0,26678.9,0,26615.2,0.0025,25179.6,-3.2677,25530.2,-2.1973,25113.1,-3.2601,24239.5,-5.7962,24239.4,-5.6045,705.133,-5.3009,429.958,-0.9891,4.21324,-171.6056,701.131,-4.4556,426.86,-0.9517,258.459,1.612,16.591,-100.1829,31.3723,-141.4296,491.186,-184.6606,31.7454,38.9487,570.502,-184.6406
590,60.007,-0.01,26677.3,0,26617.8,-0.0011,25176.9,-3.2654,25526.3,-2.2052,25114.6,-3.261,24240.2,-5.7955,24235.9,-5.6007,704.959,-5.2624,429.714,-0.9593,4.10906,-174.2184,700.833,-4.4523,426.86,-0.9955,258.631,1.6549,16.1732,-99.9149,31.584,-142.1484,491.314,-184.6574,31.3723,38.5268,570.758,-184.6024
591,60.007,-0.02,26674,0,26610.3,0.0026,25171.2,-3.2737,25522.4,-2.204,25108.9,-3.2693,24234,-5.8034,24234.1,-5.6116,705.092,-5.2615,429.868,-0.941,4.10906,-174.2532,700.972,-4.4513,426.616,-0.9561,258.24,1.6583,16.1732,-99.9497,31.3723,-141.5082,491.035,-184.6292,31.3723,38.492,570.887,-184.5962
592,60.006,-0.03,26669,0,26609.5,-0.001,25169.8,-3.2762,25521.2,-2.2067,25103.2,-3.2684,24233.5,-5.7948,24232.3,-5.6134,704.959,-5.3228,429.868,-0.9666,4.10906,-174.2788,700.237,-4.4182,426.771,-0.9283,258.413,1.7194,16.1732,-99.9753,31.0007,-141.9208,490.627,-184.6398,31.3723,38.4664,570.479,-184.6098
593,60.006,0,26670,0,26606.2,0.0028,25171.4,-3.2644,25523.1,-2.1956,25104.8,-3.2565,24233,-5.7916,24233.1,-5.5998,705.532,-5.3289,430.023,-0.9445,4.10906,-174.3098,699.94,-4.402,426.528,-0.885,258.413,1.6884,16.1732,-100.0063,31.0007,-141.9518,490.756,-184.6238,31.5406,39.4924,570.609,-184.5998
594,60.007,0.03,26676.1,0,26612.4,0.0029,25174.5,-3.2702,25526.7,-2.2022,25108,-3.2621,24235.1,-5.795,24235.3,-5.6033,705.36,-5.3051,429.78,-0.9292,4.39871,-173.2102,700.221,-4.3888,426.683,-0.8899,258.586,1.7165,16.1732,-100.0647,31.3723,-141.6232,490.885,-184.6342,31.7454,38.7551,570.609,-184.6582
595,60.007,0.02,26676.3,0,26612.6,0.0031,25177.6,-3.2704,25524.4,-2.2095,25111.1,-3.2622,24237.2,-5.793,24236.2,-5.6116,705.628,-5.2867,430.023,-1.0558,4.21324,-171.8521,700.362,-4.406,426.442,-0.8685,258.586,1.6636,16.2688,-98.6468,31.3723,-141.6761,491.015,-184.6401,31.5406,39.3811,570.331,-184.6571
596,60.007,0,26673.1,0,26613.6,-0.0006,25173.5,-3.2689,25526.4,-2.2021,25111.2,-3.264,24236.7,-5.7936,24231.4,-5.6091,705.628,-5.3215,430.576,-1.0582,3.73682,-171.3889,700.504,-4.405,426.044,-0.8822,258.586,1.6288,16.1732,-100.1524,31.3723,-141.7109,491.015,-184.6749,31.5406,39.3463,570.461,-184.6509
597,60.007,0,26671.6,0,26612.1,-0.0005,25173.6,-3.2797,25528.4,-2.2038,25108.6,-3.2614,24231.8,-5.8001,24232.3,-5.6083,705.189,-5.3543,430.731,-1.0491,3.26077,-170.7897,701.082,-4.4247,426.201,-0.8726,258.586,1.585,16.1732,-100.1962,31.1651,-141.0697,491.015,-184.7187,31.9174,39.6662,570.461,-184.6947
598,60.007,0,26674.3,0,26614.8,-0.0004,25175.3,-3.277,25530.4,-2.2018,25110.3,-3.2586,24234,-5.7852,24228.8,-5.6007,705.02,-5.3121,430.248,-0.9418,3.63154,-174.3648,701.082,-4.4648,426.357,-0.8593,258.586,1.5449,15.6687,-101.4333,31.5406,-140.7378,491.275,-184.6638,32.0999,40.6571,570.314,-184.6398
599,60.007,-0.02,26677.1,0,26613.4,0.0035,25177,-3.2744,25530.9,-2.2094,25112,-3.2559,24233.5,-5.7911,24228.4,-5.6066,704.716,-5.3055,430.007,-0.9081,4.10906,-174.5799,701.082,-4.5049,426.755,-0.9205,258.977,1.4664,15.6687,-101.4734,31.9174,-140.4139,491.406,-184.6559,32.0999,40.617,570.445,-184.6389
600,60.006,-0.02,26672.1,0,26614.4,0.0089,25171.4,-3.2735,25527.1,-2.1991,25110.7,-3.2584,24231.8,-5.793,24226.7,-5.6084,704.55,-5.2488,429.61,-0.9128,4.4911,-177.1566,701.224,-4.4949,426.515,-0.8717,259.15,1.527,15.6687,-101.4991,31.5406,-140.8036,491.13,-184.6196,31.7195,40.2421,570.301,-184.5696
601,60.006,-0.01,26671.4,0,26609.4,0.0126,25171.6,-3.2626,25521.7,-2.1947,25109.4,-3.2572,24230,-5.7911,24224.9,-5.6065,704.55,-5.2708,430.248,-1.0296,4.58662,-174.7656,700.93,-4.4696,426.118,-0.8725,259.15,1.505,15.5928,-103.0623,31.3403,-140.1376,490.592,-184.6736,31.7195,40.2201,570.301,-184.5916
602,60.006,0.01,26668.2,0,26604.5,0.0037,25170.3,-3.2742,25524.8,-2.2101,25108.1,-3.2688,24229.6,-5.7916,24224.6,-5.607,704.55,-5.3055,430.489,-1.138,4.39871,-173.5043,701.215,-4.4329,426.275,-0.8539,259.15,1.4703,15.5928,-103.097,31.3403,-140.1723,490.723,-184.6603,31.7195,40.1854,570.026,-184.5723
603,60.006,0,26669.3,0,26605.5,0.0037,25170.5,-3.2723,25521,-2.2052,25104,-3.2634,24229.2,-5.7885,24224.2,-5.6039,704.247,-5.2899,430.248,-1.0954,4.39871,-173.5354,701.358,-4.4283,426.434,-0.8316,259.15,1.4392,15.6687,-101.5869,31.3403,-140.2034,490.855,-184.6444,31.7195,40.1543,570.026,-184.6034
604,60.006,-0.01,26672.1,0,26608.4,0.0038,25167.9,-3.2662,25523.1,-2.2031,25105.7,-3.2606,24230.1,-5.784,24225.2,-5.5994,703.645,-5.2363,430.562,-1.0297,4.58662,-174.8715,701.794,-4.4801,426.434,-0.8717,259.15,1.3991,15.6687,-101.627,31.3403,-140.2435,490.58,-184.6215,31.7195,40.1142,570.564,-184.6165
605,60.006,0,26672.5,0,26608.7,0.0039,25171.2,-3.2665,25526.8,-2.2043,25109,-3.2607,24231,-5.7924,24226.2,-5.6077,703.044,-5.1954,430.562,-1.0826,4.58662,-174.9244,701.938,-4.4974,426.434,-0.9246,259.324,1.4324,15.6687,-101.6799,31.3403,-140.2964,490.713,-184.6274,32.0999,40.4105,570.564,-184.6694
606,60.006,0.01,26677.1,0,26613.3,0.0041,25173,-3.2728,25530.6,-2.2017,25106.5,-3.2635,24232,-5.7969,24228.5,-5.6019,703.62,-5.2201,430.322,-1.0579,4.29902,-176.1675,701.938,-4.5465,426.592,-0.9204,259.11,1.5082,15.6687,-101.729,31.9174,-140.6695,490.845,-184.6285,32.0999,40.3614,570.564,-184.7185
607,60.006,-0.01,26673.9,0,26614.4,0.0003,25173.3,-3.2748,25531.1,-2.2041,25112.6,-3.259,24233,-5.7872,24232.6,-5.6058,704.058,-5.2662,429.686,-0.9977,4.10906,-174.8704,701.645,-4.5341,426.751,-0.9021,258.896,1.5983,16.1732,-100.5669,31.5406,-141.0684,490.978,-184.6164,31.7195,39.9773,570.423,-184.6584
608,60.006,-0.03,26675,0,26615.5,0.0004,25177.8,-3.2763,25530,-2.2123,25111.3,-3.2668,24235.6,-5.7975,24232.3,-5.6026,704.496,-5.3084,429.448,-0.9547,4.10906,-174.9014,701.497,-4.4821,426.514,-0.8584,258.507,1.6064,16.1732,-100.5979,31.3403,-140.4114,490.978,-184.6474,31.5261,40.6365,570.283,-184.5944
609,60.006,-0.01,26676.1,0,26616.6,0.0004,25178.1,-3.2744,25526.3,-2.2072,25111.6,-3.2648,24235.3,-5.7943,24230.6,-5.6097,704.634,-5.3038,429.211,-0.9115,4.10906,-174.9324,701.205,-4.4657,426.514,-0.8894,258.118,1.6146,15.854,-98.7932,31.3403,-140.4424,490.978,-184.6784,31.5261,40.6055,570.417,-184.5844
610,60.006,0,26671.3,0,26611.8,0.0005,25172.6,-3.2735,25522.6,-2.1968,25106,-3.2638,24230.5,-5.7826,24230.3,-5.6012,704.473,-5.247,429.371,-0.8843,4.10906,-174.9581,701.205,-4.4914,427.07,-0.8834,258.295,1.6751,15.854,-98.8189,31.1651,-141.5281,491.111,-184.6561,31.7195,39.8896,570.551,-184.5691
611,60.006,0,26666.4,0,26606.9,0.0006,25167,-3.2726,25521.5,-2.1998,25100.5,-3.2629,24227.5,-5.7949,24228.6,-5.6031,704.752,-5.2017,429.531,-0.8573,4.10906,-174.9839,701.205,-4.5172,427.07,-0.9092,258.084,1.775,15.854,-98.8447,31.3723,-142.2389,490.839,-184.6199,31.5406,38.8183,570.551,-184.5949
612,60.006,0,26665.7,0,26606.2,0.0007,25165.8,-3.2714,25518.8,-2.2084,25099.3,-3.2616,24225.8,-5.7929,24225.6,-5.6114,704.752,-5.2236,429.135,-0.8578,4.10906,-175.0058,701.205,-4.5391,426.674,-0.9096,258.084,1.7531,16.2688,-99.2315,31.3723,-142.2608,490.839,-184.6418,31.5406,38.7964,570.145,-184.6038
613,60.005,-0.01,26660.9,0,26607.3,0.0059,25161.8,-3.2608,25515.1,-2.1981,25098,-3.2642,24224.2,-5.7948,24225.3,-5.603,703.877,-5.2267,428.9,-0.8092,3.82135,-176.3636,701.35,-4.5292,426.91,-1.0101,257.696,1.7669,16.6843,-99.6041,31.3723,-142.2866,490.839,-184.6676,31.5406,38.7706,570.28,-184.5886
