Batch,Frequency,Frequency Detla,|V| Sadie 1,Vphase Sadie 1,|V| Sadie 2,Vphase Sadie 2,|V| Tucker,Vphase Tucker,|V| Duke,Vphase Duke,|V| Adam,Vphase Adam,|V| Zeus,Vphase Zeus,|V| Murphy,Vphase Murphy,|I| Sadie 1 to Tucker,Iangle Sadie 1 to Tucker,|I| Sadie 1 to Duke,Iangle Sadie 1 to Duke,|I| Sadie 1 to Sadie 2,Iangle Sadie 1 to Sadie 2,|I| Sadie 2 to Tucker,Iangle Sadie 2 to Tucker,|I| Sadie 2 to Duke,Iangle Sadie 2 to Duke,|I| Duke to Adam,Iangle Duke to Adam,|I| Tucker to Adam,Iangle Tucker to Adam,|I| Zeus to Tucker,Iangle Zeus to Tucker,|I| Zeus to Murphy,Iangle Zeus to Murphy,|I| Murphy to Zeus,Iangle Murphy to Zeus,|I| Duke to Murphy,Iangle Duke to Murphy
239,60.011,0,26696.6,0,26632.8,0.01608,25187.8,-3.260972,25534.6,-2.193939,25123.7,-3.252233,24248.7,-5.78696,24253.4,-5.5914,702.395,-4.99295,426.678,-0.47131,3.21141,173.59147,703.595,-4.61458,431.162,-1.51575,259.163,1.56511,15.5283,-100.50173,30.9624,-143.19353,491.211,175.36147,31.5117,38.00677,571.146,175.39047
240,60.011,0.01,26703.3,0,26639.3,0.00647,25192,-3.264836,25539.5,-2.199267,25132.4,-3.255757,24255.6,-5.78627,24256.1,-5.60213,702.339,-4.97833,426.301,-0.39471,3.2043,177.30779,704.022,-4.63623,431.597,-1.55779,259.194,1.56163,15.5283,-100.59941,30.9624,-143.29121,491.623,175.31579,31.5117,37.90909,571.116,175.37879
241,60.012,0.03,26700.5,0,26641.1,0.00618,25196.2,-3.260421,25539.9,-2.196075,25132.1,-3.261668,24253.9,-5.78964,24254.5,-5.60549,702.303,-4.98241,426.336,-0.35893,3.21141,173.41483,704.466,-4.67659,431.597,-1.63675,259.194,1.48267,15.5283,-100.67837,31.5638,-143.26317,491.594,175.33583,31.5117,37.83013,571.088,175.38583
242,60.012,0.01,26697.3,0,26637.8,0.00632,25191.4,-3.257393,25535.6,-2.193698,25127.3,-3.248044,24252.5,-5.78419,24253.1,-5.60004,702.285,-5.00432,426.336,-0.41828,3.42459,173.59348,704.436,-4.66127,431.615,-1.58269,258.8,1.52466,15.5283,-100.73772,31.2353,-142.82452,491.58,175.32648,31.5117,37.77078,571.061,175.41148
243,60.012,0,26693.8,0,26634.6,0.01627,25186.7,-3.265368,25531.3,-2.191773,25122.5,-3.245472,24246.7,-5.78029,24247.5,-5.59609,702.268,-5.01642,426.745,-0.52756,3.63782,173.75393,703.489,-4.63843,431.207,-1.51749,258.833,1.56941,15.9516,-100.57617,31.2353,-142.87407,491.553,175.37693,31.5117,37.72123,570.634,175.36093
244,60.012,0,26690.4,0,26631.2,0.01638,25186.5,-3.262862,25531.6,-2.189973,25122.4,-3.253273,24245.8,-5.78663,24246.4,-5.59163,702.727,-5.06459,427.172,-0.57947,3.41792,177.07037,702.989,-4.5769,430.801,-1.45209,258.833,1.51985,15.9516,-100.62573,31.2353,-142.92363,491.541,175.37737,31.7914,38.25627,571.048,175.35537
245,60.012,0.01,26687.3,0,26627.8,0.00667,25186.4,-3.270196,25531.9,-2.198014,25122.3,-3.260473,24249,-5.78068,24249.9,-5.5965,702.71,-5.08656,427.19,-0.58162,3.2043,177.01097,702.976,-4.59888,430.385,-1.45317,258.867,1.55473,15.9516,-100.68513,30.9093,-142.47403,491.528,175.36697,31.7914,38.19687,571.036,175.33897
246,60.012,-0.01,26689,0,26629.5,0.00683,25186.3,-3.276405,25536.8,-2.205228,25122.2,-3.266523,24247.9,-5.79535,24248.7,-5.60036,703.136,-5.07908,427.227,-0.53581,3.21141,-179.24372,702.951,-4.59273,430.397,-1.465,258.901,1.58029,15.9516,-100.75382,31.2353,-143.05172,491.089,175.34728,31.5117,37.54358,571.011,175.35628
247,60.012,-0.01,26690.7,0,26631.3,0.00698,25190.8,-3.261762,25537.3,-2.202033,25126.7,-3.262108,24251,-5.7879,24252.1,-5.60375,703.563,-5.0717,427.246,-0.54726,3.21141,-179.31241,702.456,-4.55008,430.409,-1.47684,258.901,1.5116,15.5283,-101.03361,31.2353,-143.12041,491.077,175.32859,31.5117,37.47489,570.977,175.41559
248,60.012,0,26692.7,0,26633.3,0.00716,25190.7,-3.2673704,25538,-2.19837,25126.6,-3.2570914,24254.1,-5.79028,24255.1,-5.59535,703.518,-5.03804,427.265,-0.56852,3.41792,176.7951,702.904,-4.59021,430.434,-1.44163,258.901,1.43311,15.5283,-101.1121,31.2353,-143.1989,491.482,175.3501,31.5117,37.3964,570.956,175.4231
249,60.012,0,26695,0,26635.6,0.00735,25190.7,-3.2619548,25538.7,-2.19425,25131.2,-3.2514444,24257,-5.79167,24253.6,-5.5972,703.002,-4.97787,426.899,-0.48233,3.42459,173.13081,703.352,-4.6402,430.862,-1.53167,258.971,1.53325,15.5283,-101.20039,31.2353,-143.28719,491.461,175.36181,31.5117,37.30811,570.937,175.42081
250,60.012,0,26702,0,26642.6,0.00755,25195.3,-3.266372,25539.5,-2.18953,25131.2,-3.255644,24255.3,-5.78213,24256.7,-5.59802,702.963,-4.95331,426.942,-0.45548,3.23266,169.02412,703.341,-4.69048,430.875,-1.56258,259.045,1.63389,15.9516,-101.07698,31.2353,-143.37488,491.442,175.37412,31.5117,37.22042,570.918,175.41812
251,60.012,-0.01,26699.6,0,26640.2,0.00772,25195.4,-3.262124,25540.2,-2.19669,25131.4,-3.251183,24258.5,-5.78509,24255.5,-5.60142,702.938,-4.9575,426.986,-0.42,3.23266,168.94509,703.311,-4.6573,430.903,-1.52805,259.082,1.64898,15.9516,-101.15601,31.5117,-142.85891,491.433,175.34409,31.4711,38.23819,570.909,175.38209
252,60.012,0,26697,0,26637.3,-0.00195,25195.5,-3.268906,25540.8,-2.20433,25131.5,-3.257806,24257.4,-5.78951,24254.5,-5.60582,702.468,-4.99027,427.413,-0.49228,3.23266,168.87585,703.284,-4.61431,430.917,-1.54051,259.082,1.57974,15.9516,-101.22525,31.5117,-142.92815,491.424,175.32485,31.4711,38.16895,570.901,175.35585
253,60.012,0.01,26694.1,0,26639.3,0.0074,25191.1,-3.26583,25541.5,-2.20218,25127,-3.254568,24251.8,-5.78454,24253.5,-5.60042,702.445,-4.97481,427.459,-0.43735,3.21141,172.59741,703.275,-4.63634,430.917,-1.59995,259.082,1.5203,15.9516,-101.28469,31.1885,-142.47659,491.408,175.36541,31.4711,38.10951,570.901,175.29641
254,60.012,0,26695.9,0,26636.5,0.00815,25191.3,-3.262192,25542.2,-2.19941,25127.2,-3.250771,24255.5,-5.78893,24252.6,-5.5944,702.893,-4.99531,427.056,-0.43579,2.9983,172.26658,703.734,-4.69448,430.932,-1.60201,259.121,1.55556,15.9,-99.81762,31.1885,-142.53542,491.4,175.35658,31.4711,38.05068,570.877,175.36658
255,60.012,0,26697.6,0,26638.3,0.00827,25191.5,-3.258555,25538.3,-2.19638,25127.4,-3.246975,24254.5,-5.78292,24256.4,-5.59883,703.331,-4.97845,427.08,-0.4374,2.9983,172.20775,703.718,-4.678539,430.964,-1.54731,259.121,1.49673,15.9,-99.87645,31.1885,-142.59425,490.966,175.34675,31.4711,37.99185,570.863,175.39275
256,60.012,0,26694.9,0,26635.5,0.00841,25191.7,-3.255548,25539,-2.19425,25127.7,-3.24381,24253.5,-5.77754,24255.5,-5.59345,703.321,-5.0005,427.08,-0.49686,3.21141,172.42029,703.237,-4.626392,430.57,-1.49101,259.16,1.53134,15.9,-99.93591,31.1885,-142.65371,491.386,175.33729,31.4711,37.93239,570.85,175.41929
257,60.011,-0.02,26692.1,0,26632.7,0.00854,25191.9,-3.262974,25539.8,-2.19213,25127.9,-3.251103,24252.7,-5.78298,24254.8,-5.59889,703.311,-5.02258,427.507,-0.5596,3.42459,172.59881,702.758,-4.574112,430.605,-1.43688,258.774,1.57478,15.9,-99.99539,31.5117,-143.22419,491.38,175.32781,31.4711,37.87291,570.844,175.40281
258,60.011,-0.04,26694,0,26634.6,0.00867,25192.2,-3.259331,25540.6,-2.18936,25128.2,-3.2473,24251.9,-5.78776,24253.9,-5.59286,703.302,-5.04399,427.531,-0.56126,3.41792,176.11599,702.747,-4.558047,430.214,-1.37963,258.815,1.61012,15.5283,-101.79121,30.9093,-143.36901,491.374,175.31899,31.4711,37.81409,570.839,175.38699
259,60.011,-0.01,26691.9,0,26632.5,0.00885,25192.6,-3.265548,25541.6,-2.1966,25128.5,-3.253333,24255.5,-5.79084,24257.6,-5.59597,703.752,-5.08494,427.531,-0.64035,3.42459,-180.3871,702.732,-4.524805,429.806,-1.39933,259.24,1.52199,15.9,-100.1333,31.1885,-142.8511,491.362,175.3399,31.4711,37.735,570.829,175.3939
260,60.011,0,26694.1,0,26634.8,0.00901,25197.6,-3.261428,25542.6,-2.19337,25133.5,-3.249029,24259,-5.78346,24256.8,-5.59973,704.202,-5.11545,427.582,-0.59465,3.42459,-180.45571,702.265,-4.518844,429.845,-1.35416,259.281,1.54736,15.9,-100.20191,31.1885,-142.91971,491.357,175.32029,31.4711,37.66639,570.82,175.41129
261,60.011,0,26696.4,0,26637,0.00915,25198,-3.257184,25543.6,-2.19014,25133.9,-3.255034,24258.2,-5.78723,24255.9,-5.59268,704.185,-5.10934,427.608,-0.60612,3.42459,-180.52432,702.257,-4.512513,429.866,-1.36588,258.898,1.58205,15.9,-100.27052,31.1885,-142.98832,491.776,175.35168,31.4711,37.59778,570.816,175.38468
262,60.011,0.01,26698.7,0,26639.4,0.0093,25198.5,-3.252922,25544.6,-2.19716,25134.4,-3.250586,24257.3,-5.78017,24259.8,-5.59614,704.17,-5.103201,427.634,-0.61757,3.42459,-180.59291,702.254,-4.543632,429.886,-1.37759,258.941,1.60753,15.9,-100.33911,31.4711,-142.47091,491.768,175.38309,31.7569,38.10479,570.812,175.35909
263,60.011,0.02,26696.8,0,26642.1,0.00875,25199,-3.259173,25545.9,-2.19417,25135,-3.256652,24261,-5.78332,24259,-5.59958,704.155,-5.107569,428.087,-0.64314,3.21141,-180.43401,702.249,-4.547789,429.907,-1.39982,258.516,1.53796,16.3248,-100.25701,31.4711,-142.55001,491.338,175.35299,31.7569,38.02569,570.806,175.36599
264,60.011,0.01,26698.9,0,26639.5,0.00961,25199.5,-3.25551,25546.9,-2.19139,25130.9,-3.25264,24260.3,-5.77725,24258.4,-5.59351,704.149,-5.128982,428.114,-0.64485,3.21141,-180.49279,702.704,-4.531478,429.929,-1.40173,258.559,1.57337,16.3248,-100.31579,31.1885,-143.19479,491.335,175.34421,31.7569,37.96691,570.8,175.39321
265,60.011,0,26696.4,0,26637.1,0.00975,25195.4,-3.26279,25543.1,-2.19922,25131.4,-3.24954,24255.1,-5.78299,24257.9,-5.59897,704.136,-5.113756,428.142,-0.64731,3.23266,-176.7713,702.701,-4.516093,430.377,-1.40732,258.603,1.60802,15.9516,-102.0624,30.8679,-142.7323,491.333,175.3347,31.7569,37.9074,570.798,175.3767
266,60.011,-0.01,26698.5,0,26639.2,0.00987,25195.9,-3.25913,25544.2,-2.19644,25131.8,-3.25615,24254.6,-5.78772,24257.4,-5.60371,703.666,-5.098237,427.772,-0.58817,3.44452,-177.30008,702.7,-4.537425,429.973,-1.40631,258.648,1.64337,15.9,-100.59528,30.8679,-142.79108,491.329,175.37592,31.4421,38.37232,570.795,175.40292
267,60.011,0.01,26696.4,0,26636.7,0.00022,25191.9,-3.26578,25540.7,-2.20379,25127.8,-3.26265,24253.9,-5.79218,24256.9,-5.60816,703.655,-5.092768,427.374,-0.5965,3.21141,-180.6804,702.699,-4.5692964,429.592,-1.35882,259.073,1.56406,15.9,-100.6646,30.8679,-142.8604,491.755,175.3566,31.4421,38.303,571.221,175.4196
268,60.011,0,26693.7,0,26634.4,0.01014,25187.8,-3.26325,25537.2,-2.19156,25128.4,-3.24979,24253.4,-5.78787,24251.9,-5.60406,703.651,-5.105122,427.403,-0.58911,3.2043,175.45585,702.698,-4.54415,430.019,-1.41168,259.118,1.60826,15.9,-100.71435,30.8679,-142.91015,491.327,175.35585,31.1534,37.67665,570.793,175.41285
269,60.011,-0.02,26691.3,0,26631.6,0.00046,25188.4,-3.27075,25538.2,-2.1998,25124.4,-3.25692,24248.4,-5.79358,24251.4,-5.60954,703.642,-5.08988,427.433,-0.59153,3.2043,175.3963,702.699,-4.5662518,430.042,-1.4144,259.118,1.54871,15.9,-100.7739,31.1534,-142.3827,491.326,175.3463,31.4421,38.1937,570.793,175.3963
270,60.011,-0.01,26689,0,26629.6,0.01041,25189,-3.26786,25539.3,-2.1978,25125.1,-3.25386,24247.8,-5.78826,24251,-5.604224,704.094,-5.074377,427.889,-0.59802,3.2043,175.33674,702.7,-4.550915,430.066,-1.41713,258.74,1.59335,15.9,-100.83346,31.4711,-142.96526,491.326,-184.61326,31.4421,38.13414,570.793,-184.62026
271,60.011,0,26696.9,0,26637.2,0.00079,25194.5,-3.27218,25541,-2.20305,25130.4,-3.26841,24251.7,-5.78887,24250.4,-5.605042,704.088,-5.086961,427.951,-0.57124,3.2043,175.24941,703.161,-4.563472,430.091,-1.44763,258.786,1.60005,15.9,-100.92079,31.7569,-142.47659,491.755,-184.60159,31.7339,38.61281,570.793,-184.66459
272,60.011,0,26700,0,26635.7,0.0018,25195.5,-3.26724,25542.6,-2.19929,25131.4,-3.26326,24255.6,-5.780498,24254.5,-5.596691,703.624,-5.090694,427.556,-0.58828,3.41792,175.1711,703.165,-4.566936,430.141,-1.41231,258.834,1.61573,15.8598,-99.4644,31.4421,-142.0319,491.329,-184.6299,31.7339,38.5345,570.795,-184.6569
273,60.01,-0.01,26697.7,0,26633.9,0.01174,25191.7,-3.26408,25539.3,-2.19684,25127.6,-3.25994,24255.3,-5.786009,24254.1,-5.591384,703.621,-5.075466,427.162,-0.58646,3.2043,175.11153,703.167,-4.589083,430.193,-1.35828,258.882,1.65012,15.9,-101.05867,31.4421,-142.09147,491.331,-184.63947,31.7339,38.47493,570.797,-184.67447
274,60.01,-0.01,26690.6,0,26631.3,0.01103,25187.8,-3.26237,25535.8,-2.19568,25123.7,-3.25809,24245.8,-5.782887,24249.3,-5.598876,703.159,-5.051361,426.801,-0.51839,3.21141,-181.12509,702.711,-4.60206,430.219,-1.35211,258.458,1.61029,15.9,-101.10929,31.1534,-142.71809,490.905,-184.64009,31.7339,38.42431,570.8,-184.63909
275,60.01,-0.01,26692.5,0,26628.7,0.01199,25183.7,-3.26937,25532.1,-2.2031,25119.8,-3.25455,24245.5,-5.788571,24244.5,-5.604681,702.699,-5.0254882,426.408,-0.50568,3.21141,-181.17404,702.713,-4.613563,430.619,-1.46135,258.507,1.65541,15.8598,-99.62354,31.1534,-142.76704,490.908,-184.63904,31.7339,38.37536,570.806,-184.60204
276,60.01,-0.01,26690,0,26630.7,0.01125,25184.4,-3.26712,25533.5,-2.19134,25120.5,-3.25217,24245.2,-5.784287,24244.3,-5.600394,703.158,-5.0752638,426.442,-0.49825,3.21141,-181.22384,702.72,-4.588471,430.246,-1.39407,258.507,1.60561,15.8598,-99.67334,31.1534,-142.81684,491.338,-184.63884,31.4421,37.75956,570.812,-184.56584
277,60.01,0.01,26692.8,0,26633.1,0.00159,25190,-3.26311,25539.4,-2.19883,25125.9,-3.25841,24254,-5.787648,24253.2,-5.603819,703.617,-5.1437593,427.293,-0.57584,3.21141,-181.29236,702.273,-4.544287,429.875,-1.34532,258.557,1.63113,15.8598,-99.74186,31.1534,-142.88536,491.341,-184.65836,31.4421,37.69104,570.816,-184.59136
278,60.01,0.03,26696.1,0,26636.4,0.00177,25195.6,-3.2689,25541.1,-2.20532,25131.6,-3.26401,24258.2,-5.790121,24257.5,-5.606322,704.076,-5.1472651,428.145,-0.66315,3.21141,-181.37064,701.829,-4.509721,429.932,-1.30997,258.981,1.54176,15.8598,-99.82014,31.1534,-142.96364,491.348,-184.63664,31.4421,37.61276,570.82,-184.62764
279,60.011,0.04,26694.5,0,26635.2,0.01172,25196.7,-3.26546,25543,-2.19267,25132.8,-3.24997,24257.9,-5.783831,24257.3,-5.600028,704.079,-5.104531,428.179,-0.67555,2.9983,-181.16803,702.299,-4.504618,429.932,-1.37936,259.031,1.56622,15.4753,-101.59423,31.4421,-142.45703,491.357,-184.60603,31.4421,37.54337,571.251,-184.65403
280,60.011,0.02,26697.8,0,26638.6,0.01189,25193.4,-3.26013,25540.2,-2.1986,25129.4,-3.25484,24257.6,-5.786408,24257.1,-5.59179,704.08,-5.145416,427.822,-0.63517,2.80973,-176.58629,702.305,-4.545412,429.961,-1.40081,259.031,1.48796,15.9,-101.50249,31.7569,-143.05829,491.79,-184.63529,31.7339,38.03111,571.261,-184.64629
281,60.011,-0.01,26700.8,0,26637,0.01298,25199.2,-3.25615,25541.9,-2.19529,25130.6,-3.2503,24257.4,-5.779184,24257,-5.595375,704.084,-5.139127,427.858,-0.64661,2.80973,-176.65475,702.319,-4.538943,429.594,-1.35167,259.134,1.6071,16.2856,-99.91475,31.4421,-142.60375,491.795,-184.65375,31.7339,37.96265,570.839,-184.67175
282,60.011,-0.03,26698.9,0,26634.6,0.00331,25195.5,-3.26336,25543.5,-2.19339,25131.4,-3.25776,24257.2,-5.784733,24256.9,-5.600923,704.545,-5.161558,427.893,-0.64921,3.23266,-177.86536,701.874,-4.523013,429.229,-1.29348,259.187,1.64123,16.2856,-99.97436,31.4421,-142.66336,491.374,-184.66336,31.7339,37.90304,570.85,-184.64536
283,60.01,-0.02,26691.5,0,26631.8,0.00247,25191.6,-3.26234,25539.7,-2.20303,25127.6,-3.25663,24252.6,-5.793342,24252.3,-5.5986814,704.548,-5.165199,428.355,-0.63805,3.44452,-178.37635,700.979,-4.45017,429.686,-1.28179,258.763,1.61193,15.8598,-100.13685,30.8383,-142.74735,491.38,-184.65435,31.7339,37.86205,570.436,-184.60035
284,60.01,-0.01,26688.7,0,26629,0.00256,25187.6,-3.27079,25536.2,-2.2015,25123.7,-3.25457,24247.9,-5.790201,24247.7,-5.6063199,705.007,-5.205488,428.391,-0.62118,3.23266,-177.94642,700.538,-4.41444,430.113,-1.32605,259.134,1.46643,15.4753,-101.88162,31.1534,-143.32042,491.386,-184.64442,31.7339,37.82198,570.443,-184.59742
285,60.011,0.02,26690.9,0,26631.7,0.01247,25184.1,-3.25685,25533,-2.19853,25120.1,-3.2509,24247.8,-5.785029,24247.7,-5.6011466,705.01,-5.217073,428.428,-0.61316,3.02104,-177.46033,700.107,-4.34987,430.113,-1.37496,259.134,1.41752,15.4753,-101.93053,31.4711,-143.89233,491.393,-184.64333,31.4421,37.20707,570.877,-184.60433
286,60.011,0.04,26695,0,26635.8,0.01267,25190.2,-3.26204,25540,-2.19488,25126.2,-3.25588,24252.3,-5.786476,24252.3,-5.6026278,705.472,-5.268016,428.428,-0.70116,3.26776,-174.36833,700.149,-4.28756,429.718,-1.40196,259.187,1.42326,15.0507,-102.19813,31.4711,-143.98033,491.4,-184.68233,31.4421,37.11907,570.893,-184.60633
287,60.011,0.02,26699.5,0,26640.3,0.01288,25196.6,-3.26663,25547.1,-2.20103,25132.7,-3.24981,24256.9,-5.7868926,24261.6,-5.592302,705.939,-5.291482,428.503,-0.68509,3.47748,-175.15608,700.172,-4.31017,429.783,-1.38611,259.294,1.51287,15.0507,-102.29588,31.1534,-143.55508,491.424,-184.63008,31.4421,37.02132,570.909,-184.61808
288,60.012,0.02,26708.3,0,26649.1,0.01307,25203,-3.26047,25549.7,-2.19577,25138.9,-3.25384,24261.5,-5.7765459,24266.3,-5.59282,705.952,-5.266609,428.541,-0.71515,3.47748,-175.24303,700.643,-4.36053,429.849,-1.3595,259.348,1.51955,15.434,-100.62663,31.4421,-143.06603,491.442,-184.61803,31.7339,37.50037,571.354,-184.62003
289,60.012,-0.01,26707,0,26647.4,0.00343,25204.4,-3.25709,25551.8,-2.19345,25140.4,-3.25027,24261.5,-5.781073,24261.9,-5.597298,705.503,-5.261016,428.619,-0.67077,3.47748,-175.31242,701.102,-4.43091,429.883,-1.37212,259.348,1.45016,15.434,-100.69602,31.7339,-142.56942,491.461,-184.58742,31.4247,37.96588,571.354,-184.68942
290,60.011,-0.06,26699.8,0,26640.1,0.00353,25195.9,-3.26603,25548.4,-2.19292,25132.1,-3.24871,24257,-5.778905,24257.4,-5.595096,705.061,-5.189728,428.619,-0.71188,3.44452,-178.84853,700.655,-4.43349,429.917,-1.35647,259.404,1.50263,15.434,-100.73713,31.7339,-142.61053,491.461,-184.62853,31.4247,37.92477,570.937,-184.68753
291,60.01,-0.06,26692.1,0,26632.5,0.0036,25187.4,-3.26521,25539.9,-2.20243,25128,-3.25872,24252.5,-5.788599,24252.9,-5.593942,705.067,-5.183769,428.193,-0.738,3.44452,-178.87989,700.68,-4.38976,429.491,-1.38325,258.98,1.48357,15.434,-100.76849,31.4421,-143.20789,491.461,-184.65989,31.7339,37.35851,570.529,-184.63189
292,60.009,-0.03,26689.5,0,26629.8,0.00369,25183.8,-3.26322,25536.5,-2.20087,25124.3,-3.25663,24248,-5.785412,24248.4,-5.601536,705.074,-5.186571,428.233,-0.7212,3.47748,-175.42501,700.693,-4.39234,429.526,-1.36656,259.036,1.53714,15.4753,-102.38521,31.1534,-143.82401,491.034,-184.69901,31.7339,37.31839,570.54,-184.62901
293,60.01,0.03,26687.9,0,26628.2,0.00383,25184.9,-3.27088,25533.8,-2.19836,25120.9,-3.26365,24248.1,-5.791,24248.6,-5.607127,705.54,-5.209506,428.698,-0.72931,3.47748,-175.48468,700.248,-4.41337,429.135,-1.36472,259.093,1.57113,15.434,-100.86828,30.8383,-143.35068,491.055,-184.65868,31.4247,37.79362,570.561,-184.60268
294,60.01,0.04,26690.8,0,26626.6,0.00501,25186.2,-3.2671,25535.7,-2.19551,25122.2,-3.25972,24248.2,-5.784733,24248.9,-5.600862,705.547,-5.230844,428.779,-0.67426,3.47748,-175.54331,699.831,-4.35813,429.206,-1.30968,259.093,1.5125,15.8598,-100.79881,31.1299,-142.83131,491.077,-184.61831,31.4247,37.73499,570.584,-184.57531
295,60.011,0.02,26689.7,0,26630.1,0.00411,25187.9,-3.26376,25533.4,-2.19252,25123.9,-3.25619,24248.4,-5.789286,24249.2,-5.594604,705.563,-5.22571,428.82,-0.68689,3.26776,-174.92276,699.86,-4.35242,429.243,-1.3223,259.093,1.44305,15.434,-100.99636,31.1299,-142.90076,491.101,-184.58776,31.4247,37.66554,570.596,-184.60276
296,60.01,-0.01,26693.7,0,26634.1,0.00428,25189.6,-3.26911,25540.2,-2.19968,25125.8,-3.25093,24253.3,-5.791813,24249.6,-5.597038,705.58,-5.22927,428.436,-0.70264,3.26776,-175.0009,700.335,-4.39424,429.317,-1.28682,259.15,1.45852,15.4753,-102.6511,31.7339,-142.9479,491.541,-184.6179,31.4247,37.5874,570.621,-184.5949
297,60.01,0,26698.3,0,26634.1,0.00558,25191.5,-3.2738,25542.9,-2.20561,25127.5,-3.26584,24253.6,-5.793175,24250,-5.609205,705.598,-5.24257,428.903,-0.73929,3.26776,-175.08877,700.366,-4.407,429.354,-1.3179,259.208,1.46422,15.434,-101.16237,31.4421,-143.60177,491.567,-184.60577,31.4247,37.49953,571.061,-184.64077
298,60.01,0,26698.3,0,26638.2,-0.0051,25193.8,-3.26921,25545.9,-2.20242,25129.8,-3.26101,24258.6,-5.79576,24255.1,-5.611815,705.617,-5.25696,428.989,-0.71468,3.05857,-174.39273,700.415,-4.38332,429.431,-1.2933,259.327,1.56228,15.8598,-101.12323,31.1299,-143.15573,491.58,-184.64473,31.4247,37.41057,571.088,-184.64473
299,60.011,0.01,26702,0,26642.3,0.00483,25200.2,-3.26537,25548.3,-2.19907,25136.2,-3.25699,24259,-5.788404,24260.2,-5.604632,705.627,-5.28799,428.607,-0.72043,3.26776,-175.24605,700.449,-4.37655,429.431,-1.36162,259.327,1.49396,15.8598,-101.19155,31.1299,-143.22405,491.594,-184.66305,31.7224,37.89825,571.116,-184.62705
300,60.011,0.02,26700.1,0,26640.4,0.00494,25197,-3.26274,25545.5,-2.19703,25133,-3.25422,24259.4,-5.784271,24260.6,-5.6005,705.648,-5.26335,429.032,-0.77615,3.47748,-175.98597,700.026,-4.34992,429.044,-1.34956,259.327,1.44404,15.434,-101.36957,31.4247,-142.70797,491.608,-184.66397,31.7224,37.84833,571.131,-184.63397
301,60.011,0,26693.6,0,26634,0.00506,25193.5,-3.27162,25542.4,-2.20635,25129.5,-3.26299,24255,-5.791927,24256.3,-5.60813,705.659,-5.27713,429.032,-0.82721,3.68765,-176.64903,700.063,-4.32586,429.084,-1.34381,259.327,1.39298,15.434,-101.42063,31.1299,-143.32503,491.623,-184.66503,31.7224,37.79727,571.146,-184.64203
302,60.011,0,26691.7,0,26631.6,-0.00461,25190.3,-3.26897,25539.6,-2.2043,25126.3,-3.26021,24255.3,-5.798619,24256.8,-5.60402,706.141,-5.25345,428.694,-0.75774,3.47748,-176.08697,700.082,-4.33824,429.589,-1.28555,258.964,1.44987,15.434,-101.47057,31.1299,-143.37497,491.211,-184.66297,31.4247,37.19133,570.749,-184.60497
303,60.011,0,26689.9,0,26630.2,0.00529,25187.1,-3.26632,25536.8,-2.20224,25127.7,-3.25806,24251.1,-5.794319,24252.7,-5.59969,706.152,-5.26614,428.404,-0.63126,3.47748,-176.13691,700.12,-4.31307,429.164,-1.3301,259.025,1.49348,15.434,-101.52051,31.1299,-143.42491,491.227,-184.66391,31.4247,37.14139,570.781,-184.56891
304,60.011,-0.01,26688.6,0,26628.9,0.00542,25183.9,-3.27342,25534.5,-2.1997,25124.5,-3.26503,24251.6,-5.78915,24248.5,-5.60511,705.718,-5.25033,428.875,-0.64031,3.52311,-172.78062,699.681,-4.3336,429.164,-1.38981,259.025,1.43377,15.434,-101.58022,31.1299,-143.48462,491.259,-184.62362,31.7224,37.63768,570.781,-184.62862
305,60.01,-0.03,26686.7,0,26627.1,0.00553,25185.6,-3.26101,25536.3,-2.19847,25121.7,-3.25182,24247.4,-5.78484,24249,-5.601,705.73,-5.26302,428.875,-0.69027,3.52311,-172.83058,699.263,-4.30674,429.204,-1.38299,259.025,1.38381,15.434,-101.63018,31.1299,-143.53458,491.275,-184.62358,31.4188,38.13342,570.798,-184.63558
306,60.01,-0.02,26690.6,0,26631,0.00568,25187.4,-3.26696,25538.6,-2.20535,25123.4,-3.25761,24248,-5.78825,24249.7,-5.60442,705.757,-5.25677,428.496,-0.69563,3.73071,-173.69388,699.304,-4.29985,429.671,-1.40002,259.086,1.40901,15.434,-101.69848,31.4247,-143.03688,491.292,-184.64188,31.4188,38.06512,571.242,-184.66288
307,60.01,0,26694.5,0,26630.3,0.00704,25194,-3.26317,25541.6,-2.19175,25130,-3.25364,24253.2,-5.78105,24250.4,-5.597,706.229,-5.28889,428.543,-0.70711,3.73071,-173.76215,699.806,-4.29472,429.754,-1.3549,259.149,1.4342,15.434,-101.76675,31.4247,-143.10515,491.309,-184.66115,31.4188,37.99685,571.276,-184.64615
308,60.01,0,26699.5,0,26635.4,0.00725,25196.7,-3.25744,25549.3,-2.19853,25132.5,-3.25808,24258.6,-5.78256,24255.9,-5.59854,706.272,-5.26491,428.638,-0.68134,3.68765,-177.0829,699.85,-4.30736,429.371,-1.38031,259.212,1.43987,15.434,-101.8545,31.4247,-143.1929,491.772,-184.6509,31.7224,37.3634,570.885,-184.6459
309,60.01,0,26704.6,0,26640.5,0.00745,25199.2,-3.26208,25552.4,-2.20443,25139.8,-3.25281,24264,-5.78407,24266.1,-5.60038,706.317,-5.24092,428.685,-0.71231,3.52311,-173.14262,699.895,-4.31997,429.457,-1.35459,259.276,1.44551,15.434,-101.94222,31.4247,-143.28062,491.809,-184.63962,32.0231,37.82138,570.922,-184.64762
